subject,predicate,object,artikel_id,artikel_nummer
Täter,fähig ist/war,einsehen das Unrecht seiner Tat oder gemäss dieser Einsicht handeln,art_19,Art. 19
Täter,"nur teilweise fähig war/ist, wenn er die Einsicht hat/hat hatte",einsehen das Unrecht seiner Tat oder gemäss dieser Einsicht handeln,art_19,Art. 19
Gericht,mildert die Strafe,"wenn der Täter zur Zeit der Tat nur teilweise fähig war/ist, wenn er die Einsicht hat/hat hatte, einsehen das Unrecht seiner Tat oder gemäss dieser Einsicht handeln",art_19,Art. 19
StGB,nicht anwendbar,"wenn der Täter zur Zeit der Tat nur teilweise fähig war/ist, wenn er die Einsicht hat/hat hatte, einsehen das Unrecht seiner Tat oder gemäss dieser Einsicht handeln",art_19,Art. 19
StGB (vorheriges Gesetz),ist milder als,StGB (unbekannt),art_19,Art. 19
Anwendung des Gesetzes,gilt wenn,StGB (unbekannt) ist milder als StGB (vorheriges Gesetz),art_19,Art. 19
1. Täter,begeht,"Verbrechen (im folgenden Beispiel wird ein unbestimmter Akteur vertreten, es kann also jeder sein)",art_20,Art. 20
- Beispiel: Unbekannter Akteur,begeht,Verbrechen,art_20,Art. 20
2. Verbrechen,heisst,angezweifelte Schuldfähigkeit,art_20,Art. 20
3. Zeitpunkt,zur Vorbereitung,Antrag auf sachverständige Begutachtung (in diesem Fall ist der Zeitpunkt ein eigenes Triple),art_20,Art. 20
4. Beurteilung,erfolgt,nach Erstellung des Antrags auf sachverständige Begutachtung,art_20,Art. 20
5. StGB,ist milder als,vorheriges Gesetz,art_20,Art. 20
- Beispiel: StGB 1975,ist milder als,StGB 1969,art_20,Art. 20
6. Anwendung,gilt wenn,StGB 1975 ist milder als StGB 1969,art_20,Art. 20
7. Sachverständiger,wird angewendet auf,"Täter (in diesem Fall ist der Sachverständige ein eigenes Triple, da er nicht im Gesetz enthalten ist)",art_20,Art. 20
- Beispiel: Sachverständiger A,wird angewendet auf,Unbekannter Akteur,art_20,Art. 20
1. Täter,begeht,"Verbrechen (nicht angegeben im Text, aber implizit)",art_21,Art. 21
2. Täter,nicht weiss,dass er sich rechtswidrig verhält,art_21,Art. 21
3. Täter,nicht kann,"wissen, dass er sich rechtswidrig verhält",art_21,Art. 21
4. Tat,heisst,"Verbrechen (nicht angegeben im Text, aber implizit)",art_21,Art. 21
5. Zeitpunkt,vor Inkrafttreten,StGB,art_21,Art. 21
6. Beurteilung,erfolgt,nach Inkrafttreten von StGB,art_21,Art. 21
7. StGB,ist milder als,"vorheriges Gesetz (implizit, weil Text angibt, dass das Gericht die Strafe mildert)",art_21,Art. 21
8. Anwendung,gilt wenn,StGB ist milder,art_21,Art. 21
1. Täter,begonnen hat,Verbrechen oder Vergehen,art_22,Art. 22
2. Täter,Führt nicht zu Ende,strafbare Tätigkeit,art_22,Art. 22
3. Gericht,kann mildern,Strafe,art_22,Art. 22
4. Täter,Verkennt,grobem Unverstand,art_22,Art. 22
5. Täter,Verkennt dass,Tat nach Art des Gegenstandes oder Mittels überhaupt nicht zur Vollendung gelangen kann,art_22,Art. 22
6. Täter,bleibt straflos,Verbrechen oder Vergehen,art_22,Art. 22
7. StGB (Gesetz),ist milder als,vorheriges Gesetz (nicht bekannt),art_22,Art. 22
8. Anwendung (Gerichtsentscheidung),gilt wenn,StGB ist milder (nicht bekannt),art_22,Art. 22
9. Täter,wird angewendet auf,"StGB (wenn vorhanden, nicht bekannt im Text)",art_22,Art. 22
1. Täter,beginnt,Verbrechen/Vergehen,art_23,Art. 23
- Täter,erfolgt,keine Strafe (Verhalten führt zu milder Strafe oder gar keiner Bestrafung),art_23,Art. 23
- Täter,verhindert,Vollendung des Verbrechens/Vergehens (indirectly: Tat wird unabhängig von seinem Tatbeitrag begangen),art_23,Art. 23
- Gesetz,ist,StGB,art_23,Art. 23
- Anwendung,gilt wenn,Tat nicht vollendet oder Täter verhindert die Vollendung der Tat,art_23,Art. 23
- Anwendung,ermöglicht,mildere Strafe oder Absehen von Bestrafung (wenn Tatbeitrag des Täters verhindert die Vollendung der Tat),art_23,Art. 23
- Anwendung,ermöglicht,"mildere Strafe oder Absehen von Bestrafung (wenn Rücktritt des Täters oder Teilnehmers die Vollendung der Tat verhindert hätte, diese aber aus anderen Gründen ausbleibt)",art_23,Art. 23
- Gesetz,ist milder als,vorheriges Gesetz (implicit: bei gleichem Fall als vorheriges Gesetz hätte harschere Strafe oder Bestrafung eingetreten),art_23,Art. 23
1. Täter,verübt,"Verbrechen oder Vergehen (extrahiert aus ""Wer jemanden vorsätzlich zu dem von diesem verübten Verbrechen..."")",art_24,Art. 24
2. Tat,ist milder als,nicht definiert (da es kein vorheriges Gesetz in Text angegeben ist),art_24,Art. 24
4. Beurteilung,erfolgt nach,"Inkrafttreten (extrahiert aus ""Wird bestraft."")",art_24,Art. 24
1. Täter,verhilft,Verbrechen oder Vergehen,art_25,Art. 25
2. Tat,heisst,Verbrechen oder Vergehen (vorsätzliche Hilfeleistung),art_25,Art. 25
3. Zeitpunkt,vor Inkrafttreten,StGB,art_25,Art. 25
4. Beurteilung,erfolgt,nach Inkrafttreten von StGB,art_25,Art. 25
5. StGB,ist milder als,vorheriges Gesetz (vor Inkrafttreten von StGB),art_25,Art. 25
6. Anwendung,gilt wenn,"Tat, Verbrechen oder Vergehen und Täter hilft vorsätzlich (nach Inkrafttreten von StGB)",art_25,Art. 25
1. Täter,begeht,"Verbrechen (aus der Beschreibung, da es um eine Straftat geht)",art_26,Art. 26
2. Gesetz (StGB),ist milder als,"vorheriges Gesetz (nicht explizit in Text, aber impliziert durch die Erwähnung einer Milderung bei Nichtbefolgen einer Pflicht)",art_26,Art. 26
3. Teilnehmer (der nicht der Täter ist),wird bestraft mit,"mildere Strafe (aus der Beschreibung, da es um eine Milderung geht)",art_26,Art. 26
4. Teilnehmer (der nicht der Täter ist),hat keine besondere Pflicht,"Täter (aus der Beschreibung, da nur die Erwähnung einer Pflicht für Milderung bedeutet, dass der andere Parteiteilnehmer keine solche Pflicht hat)",art_26,Art. 26
5. Anwendung (der Strafbestimmung),gilt wenn,StGB ist milder als vorheriges Gesetz (aus den Regeln der Bedingungen),art_26,Art. 26
1. Täter,besitzt,persönliche Verhältnisse,art_27,Art. 27
2. Täter,besitzt,Eigenschaften,art_27,Art. 27
3. Täter,besitzt,Umstände,art_27,Art. 27
4. Persönliche Verhältnisse,erhöhen,Strafbarkeit,art_27,Art. 27
5. Persönliche Verhältnisse,vermindern,Strafbarkeit,art_27,Art. 27
6. Persönliche Verhältnisse,ausschließen,Strafbarkeit,art_27,Art. 27
7. StGB (als Beurteilung),erfolgt,"nach Inkrafttreten (kein spezifiziertes Zeitpunkt, da nicht in Artikel angegeben)",art_27,Art. 27
1. Handlung,begangen,Veröffentlichung (Subjekt),art_28,Art. 28
2. Handlung,durch,Veröffentlichung in einem Medium (Objekt),art_28,Art. 28
3. Handlung,erfolgt,"(Kein Subjekt, aber eine Handlung erfolgt immer)",art_28,Art. 28
4. Veröffentlichung,in,Medium (Objekt),art_28,Art. 28
5. Veröffentlichung,befindet sich,"Veröffentlichung (Subjekt, da es ein eigenes Triple ist)",art_28,Art. 28
6. Veröffentlichung,erschöpft sich,in dieser Veröffentlichung (Objekt),art_28,Art. 28
7. Autor,allein strafbar,"Handlung (Prädikat ""erfolgt"" nicht angegeben, aber eine Handlung erfolgt immer)",art_28,Art. 28
8. Autor,kann ermittelt oder in der Schweiz nicht vor Gericht gestellt werden,"(Kein Subjekt und Objekt, da es eine Bedingung ist)",art_28,Art. 28
9. Redaktor,Täter ist,"(keine Triple, da keine Handlung erfolgt, aber wenn die Veröffentlichung ohne Wissen oder gegen den Willen des Autors stattgefunden hat, der Redaktor wird strafbar)",art_28,Art. 28
10. Veröffentlichung,ohne Wissen oder gegen den Willen des Autors,stattgefunden (Objekt),art_28,Art. 28
"11. Redaktor oder, wenn ein solcher fehlt, die für die Veröffentlichung verantwortliche Person",Täter ist,"Handlung (Prädikat ""erfolgt"" nicht angegeben, aber eine Handlung erfolgt immer)",art_28,Art. 28
12. Gesetz,ist,StGB (Subjekt),art_28,Art. 28
13. wahrheitsgetreue Berichterstattung über öffentliche Verhandlungen und amtliche Mitteilungen einer Behörde,straflos,"(Kein Subjekt, da keine Handlung erfolgt, aber keine Strafe wird verhängt)",art_28,Art. 28
14. StGB,ist milder als,vorheriges Gesetz (Subjekt),art_28,Art. 28
15. Anwendung,gilt wenn,StGB ist milder (Objekt),art_28,Art. 28
1. Gesetz,heißt,StGB (StGB is the law),art_28_a,Art. 28
2. Verweigern Personen...,kann Strafen...,nicht verhängt werden (Strictures against persons... cannot be imposed),art_28_a,Art. 28
3. Verweigern Personen...,können prozessuale Zwangsmassnahmen...,nicht verhängt werden (Measures of coercion... cannot be imposed against persons...),art_28_a,Art. 28
5. Gericht,a.,"das Zeugnis erforderlich ist, um eine Person aus einer unmittelbaren Gefahr für Leib und Leben zu retten (The court requires the testimony to rescue a person from an immediate danger to life and limb)",art_28_a,Art. 28
6. Gericht,b.,ohne das Zeugnis ein Tötungsdelikt im Sinne der Artikel 111–113 oder ein anderes Verbrechen... (The court without testimony can impose a murder charge or another crime...),art_28_a,Art. 28
7. StGB,ist milder als,vorheriges Gesetz (The law is milder than the previous law),art_28_a,Art. 28
8. Anwendung,gilt wenn,StGB ist milder (The application of this rule applies when the law is milder),art_28_a,Art. 28
1. Juristische Person,ist eine Art der,Unternehmen,art_29,Art. 29
2. Gesellschaft,ist eine Art der,Unternehmen,art_29,Art. 29
3. Einzelfirma,ist eine Art der,Unternehmen,art_29,Art. 29
4. Organ,ist ein Teil von,Juristischer Person,art_29,Art. 29
5. Mitglied eines Organs einer juristischen Person,ist eine Position in,Organ,art_29,Art. 29
6. Gesellschafter,ist eine Rolle in,Gesellschaft oder Einzelfirma,art_29,Art. 29
"7. Mitarbeiter mit selbständigen Entscheidungsbefugnissen in seinem Tätigkeitsbereich einer juristischen Person, einer Gesellschaft oder einer Einzelfirma",hat selbstständige Entscheidungsfreiheit in,Tätigkeitsspezialisierung,art_29,Art. 29
9. StGB,wird angewendet auf,Der tatsächliche Leiter,art_29,Art. 29
10. Vorheriges Gesetz,ist milder als,StGB,art_29,Art. 29
11. Anwendung,gilt wenn,StGB ist milder,art_29,Art. 29
1. Tat,heisst,Verbrechen oder Vergehen (im Allgemeinen ohne genauen Namen),art_30,Art. 30
Zeitpunkt,erfolgt,Inkrafttreten des Gesetzes,art_30,Art. 30
Täter,beging,Verbrechen oder Vergehen (name unbekannt),art_30,Art. 30
Antragsteller_1,kann,beantragen,art_30,Art. 30
Person_verletzt,ist,verletzt worden,art_30,Art. 30
Antragsteller_1,ist,jede Person,art_30,Art. 30
Antragsteller_2 (falls handlungsunfähig),ist,gesetzlicher Vertreter,art_30,Art. 30
Verletzte_Person_handlungsunfähig,ist,true,art_30,Art. 30
Antragsteller_3 (falls unter Vormundschaft oder umfassender Beistandschaft),steht,zum Antrag berechtigt,art_30,Art. 30
Verletzte_Person_unter_Vormundschaft_oder_umfassender_Beistandschaft,ist,true,art_30,Art. 30
Erwachsenenschutzbehörde,steht,"auch zum Antrag berechtigt, wenn es umfassende Beistandschaft gibt",art_30,Art. 30
Verletzte_Person_mindervolljährig_oder_unter_umfassender_Beistandschaft,ist,true (falls einer der beiden Fälle gilt),art_30,Art. 30
Verletzte_Person_mindervolljährig,ist,minderjährig,art_30,Art. 30
Verletzte_Person_urteilsfähig,ist,"urteilsfähig, falls nicht mindervolljährig",art_30,Art. 30
Antragsteller_4 (falls verletzte Person gestorben ist),steht,dem Antragsrecht zu,art_30,Art. 30
Verletzte_Person_gestorben,ist,true,art_30,Art. 30
Antragsteller_4_Verzicht_ausdrücklich,hat,"ausdrücklich auf den Antrag verzichtet, falls er ausdrücklich erfolgt",art_30,Art. 30
Verzicht_endgültig,ist,"endgültig, wenn ausdrücklicher Verzicht erfolgt",art_30,Art. 30
1. Täter,vergehen,Unbekannt (Dies ist die Unterstellung eines Verbrechens oder Vergehens),art_31,Art. 31
2. Zeitpunkt,bekannt gemacht,"Unbekannt (Der Tag, an welchem der antragsberechtigten Person der Täter bekannt wird)",art_31,Art. 31
3. Antragsrecht,erlischt,nach Ablauf von drei Monaten (Das Antragsrecht endet mit dem Ablauf von drei Monaten),art_31,Art. 31
4. Zeitpunkt,beginnt,"Fristbeginn (Der Tag, an welchem die Frist beginnt)",art_31,Art. 31
5. StGB,ist milder als,"vorheriges Gesetz (Nicht angegeben; es wird nicht sichtbar, dass es ein Vergleich zwischen einem bestimmten Gesetz und dem StGB gibt, da der Text nur angibt, dass das Antragsrecht im StGB erlischt nach Ablauf von drei Monaten)",art_31,Art. 31
6. Anwendung,gilt wenn,"Täter bekannt gemacht (Nicht angegeben; es wird nicht sichtbar, dass die Anwendung des Gesetzes auf den Täter nur gilt, wenn dieser bekannt gemacht wurde)",art_31,Art. 31
1. Täter,Verbrechen/Vergehen (Beteiligung),Keine Angabe (Unbekannt),art_32,Art. 32
- Beurteilung,erfolgt,Nach Antragsstellung durch antragsberechtigte Person,art_32,Art. 32
"- StGB (Gesetz, das angewendet wird)",wird angewendet auf,Täter,art_32,Art. 32
- Gesetz (vorheriges Gesetz),ist milder als,Keine Angabe (Unbekannt),art_32,Art. 32
- Anwendung (Anwendung des aktuellen Gesetzes),gilt wenn,"Keine Angabe (Im text nicht angegeben, da keine Bedingung erkennbar)",art_32,Art. 32
1. Antragsberechtigte Person,kann zurückziehen,Solange das Urteil der zweiten kantonalen Instanz noch nicht eröffnet ist,art_33,Art. 33
(Beurteilung des Entscheids,erfolgt,Nach Inkrafttreten des Gesetzes),art_33,Art. 33
(Beschuldigter,wird angewendet auf,StGB),art_33,Art. 33
3. Antragsberechtigte Person,zieht zurück gegenüber,Beschuldigten,art_33,Art. 33
(Rückzug des Strafantrages,gilt für,Alle Beschuldigten),art_33,Art. 33
4. Beschuldigter,erhebt Einspruch gegen den Rückzug des Strafantrages,So gilt der Rückzug für ihn nicht,art_33,Art. 33
(StGB (vorheriges Gesetz),ist milder als,Das aktuelle Gesetz),art_33,Art. 33
5. Anwendung des StGB,gilt wenn,Das StGB ist milder als das vorherige Gesetz,art_33,Art. 33
1. Gesetz,ist milder als,vorheriges Gesetz (Unspecified),art_34,Art. 34
Anwendung,gilt wenn,Gesetz ist milder (Unspecified),art_34,Art. 34
Gesetz,heisst,StGB,art_34,Art. 34
Tat,heisst,Verbrechen oder Vergehen (Unspecified),art_34,Art. 34
Täter,begeht,Tat (Unspecified),art_34,Art. 34
Beurteilung,erfolgt,nach Inkrafttreten (Unspecified),art_34,Art. 34
Tagessatz,mindestens,30 Franken (Unspecified),art_34,Art. 34
Tagessatz,höchstens,3000 Franken (Unspecified),art_34,Art. 34
1. Verurteilter,begeht,Verbrechen (Verstrickt in eine Tat),art_35,Art. 35
2. Verbrechen,heisst,Geldstrafe,art_35,Art. 35
3. Vollzugsbehörde,bestimmt,Zahlungsfrist,art_35,Art. 35
4. Zahlungsfrist,liegt zwischen,1 und 6 Monaten,art_35,Art. 35
5. Verurteilter,begründet,Verdacht der Entziehung von Strafausführung,art_35,Art. 35
6. Vollzugsbehörde,kann verlangen,sofortige Bezahlung oder Sicherheitsleistung,art_35,Art. 35
7. Geldstrafe,"muss nicht fristgemäss bezahlt werden, so dass",Betreibung angeordnet wird,art_35,Art. 35
8. Vollzugsbehörde,ordnet an,Betreibung,art_35,Art. 35
9. Betreibung,erfolgt wenn,Ergebnis zu erwarten ist,art_35,Art. 35
1. Verurteilter,begeht,Verbrechen (Vergehen),art_36,Art. 36
2. Verurteilter,erhält,Geldstrafe,art_36,Art. 36
