subject,predicate,object,artikel_id,artikel_nummer
Verbrechen/Vergehen,strafbar,"wenn ihm der Vorwurf gemacht werden kann, wie wenn er die Tat durch ein aktives Tun begangen hätte",art_11,Art. 11
StGB,milder als,vorheriges Gesetz,art_11,Art. 11
Anwendung des Gesetzes,gilt wenn,StGB ist milder,art_11,Art. 11
Strafe,erfolgt,nach Inkrafttreten,art_11,Art. 11
Gesetz,ist milder als,vorheriges Gesetz,art_12,Art. 12
Anwendung,gilt wenn,das Gesetz ist milder,art_12,Art. 12
Verbrechen/Vergehen,begeht,Täter,art_12,Art. 12
Tat,begeht mit Wissen und Willen,Täter,art_12,Art. 12
Verbrechen/Vergehen,begeht pflichtwidrig,Täter,art_12,Art. 12
Täter,handelt fahrlässig,Verbrechen/Vergehen,art_12,Art. 12
Unvorsichtigkeit,ist pflichtwidrig,Täter,art_12,Art. 12
Täter,nimmt Kauf auf der möglichkeit der Tat,Verbrechen/Vergehen,art_12,Art. 12
Täter,"beachtet nicht die Vorsicht, zu der er verpflichtet ist nach den Umständen und seinen persönlichen Verhältnissen",Unvorsichtigkeit,art_12,Art. 12
Täter,bedenkt die Folge seines Verhaltens aus pflichtwidriger Unvorsichtigkeit nicht,Verbrechen/Vergehen,art_12,Art. 12
Täter,darauf nicht Rücksicht nimmt auf die Folge seines Verhaltens aus pflichtwidriger Unvorsichtigkeit,Verbrechen/Vergehen,art_12,Art. 12
Täter,begeht,Verbrechen,art_13,Art. 13
Täter,hat,irrige Vorstellung über den Sachverhalt,art_13,Art. 13
Gericht,beurteilt,"Tat zu Gunsten des Täters nach dem Sachverhalt, den sich der Täter vorgestellt hat",art_13,Art. 13
Täter,konnte vermeiden,Irrtum bei pflichtgemäßer Vorsicht,art_13,Art. 13
Täter,ist strafbar,Fahrlässigkeit,art_13,Art. 13
StGB,ist milder als,vorheriges Gesetz,art_13,Art. 13
Anwendung des Gesetzes,gilt wenn,Täter hat irrige Vorstellung über den Sachverhalt AND Täter konnte vermeiden Irrtum bei pflichtgemäßer Vorsicht,art_13,Art. 13
Fahrlässigkeit,wird angewendet auf,Täter,art_13,Art. 13
Täter,handelt,Gesetz,art_14,Art. 14
Tat,gebietet,Gesetz,art_14,Art. 14
Tat,ermöglicht,Gesetz,art_14,Art. 14
Tat,Strafe bedroht,andere Gesetz,art_14,Art. 14
Beurteilung,erfolgt,nach Inkrafttreten,art_14,Art. 14
Vorheriges Gesetz,ist milder als,StGB,art_14,Art. 14
Anwendung,gilt wenn,StGB ist milder,art_14,Art. 14
Gesetz,wird angewendet auf,Täter,art_14,Art. 14
Täter,Verbrechen,Angriff ohne Recht,art_15,Art. 15
- Tat,Zeitpunkt,vor Inkrafttreten,art_15,Art. 15
- Beurteilung,erfolgt,nach Inkrafttreten,art_15,Art. 15
- StGB,ist milder als,vorheriges Gesetz,art_15,Art. 15
- Anwendung,gilt wenn,StGB ist milder,art_15,Art. 15
- Täter,wird angewendet auf,StGB,art_15,Art. 15
Täter,Vergehen,Überschreiten der Grenzen der Notwehr nach Artikel 15,art_16,Art. 16
Tat,Zeitpunkt,vor Inkrafttreten,art_16,Art. 16
StGB,ist milder als,vorheriges Gesetz,art_16,Art. 16
Anwendung,gilt wenn,Täter überschreitet die Grenzen der Notwehr in entschuldbarer Aufregung oder Bestürzung über den Angriff,art_16,Art. 16
Beurteilung,erfolgt,nach Inkrafttreten,art_16,Art. 16
Täter,begeht,Verbrechen,art_17,Art. 17
Verbrechen,Zeitpunkt,vor Inkrafttreten,art_17,Art. 17
Beurteilung,erfolgt,nach Inkrafttreten,art_17,Art. 17
Beurteilung,erfolgt,rechtmässig,art_17,Art. 17
Gesetz,ist milder als,vorheriges Gesetz,art_17,Art. 17
Anwendung,gilt wenn,Täter rettet höherwertige Interessen,art_17,Art. 17
Tat,Verbrechen,begeht,art_18,Art. 18
Tat,heißt,Notstandsverbrechen,art_18,Art. 18
Tat,Zeitpunkt,vor Inkrafttreten,art_18,Art. 18
StGB,ist milder als,vorheriges Gesetz,art_18,Art. 18
Beurteilung,erfolgt,nach Inkrafttreten,art_18,Art. 18
StGB,wird angewendet auf,Täter,art_18,Art. 18
Tat,Bedingung,"um sich oder eine andere Person aus einer unmittelbaren, nicht anders abwendbaren Gefahr für Leib, Leben, Freiheit, Ehre, Vermögen oder andere hochwertige Güter zu retten",art_18,Art. 18
Tat,Bedingung,"war ihm zuzumuten, das gefährdete Gut preiszugeben",art_18,Art. 18
Täter,begeht,Verbrechen,art_19,Art. 19
Zeitpunkt,zur Zeit der Tat,gilt,art_19,Art. 19
Täter,fähig ist/war,einsehen das Unrecht seiner Tat oder gemäss dieser Einsicht handeln,art_19,Art. 19
Täter,"nur teilweise fähig war/ist, wenn er die Einsicht hat/hat hatte",einsehen das Unrecht seiner Tat oder gemäss dieser Einsicht handeln,art_19,Art. 19
Gericht,mildert die Strafe,"wenn der Täter zur Zeit der Tat nur teilweise fähig war/ist, wenn er die Einsicht hat/hat hatte, einsehen das Unrecht seiner Tat oder gemäss dieser Einsicht handeln",art_19,Art. 19
StGB,nicht anwendbar,"wenn der Täter zur Zeit der Tat nur teilweise fähig war/ist, wenn er die Einsicht hat/hat hatte, einsehen das Unrecht seiner Tat oder gemäss dieser Einsicht handeln",art_19,Art. 19
StGB,ist milder als,StGB,art_19,Art. 19
Anwendung des Gesetzes,gilt wenn,StGB ist milder als StGB,art_19,Art. 19
Täter,begeht,Verbrechen,art_20,Art. 20
- Beispiel: Unbekannter Akteur,begeht,Verbrechen,art_20,Art. 20
Verbrechen,heisst,angezweifelte Schuldfähigkeit,art_20,Art. 20
Zeitpunkt,zur Vorbereitung,Antrag auf sachverständige Begutachtung,art_20,Art. 20
Beurteilung,erfolgt,nach Erstellung des Antrags auf sachverständige Begutachtung,art_20,Art. 20
StGB,ist milder als,vorheriges Gesetz,art_20,Art. 20
- Beispiel: StGB 1975,ist milder als,StGB 1969,art_20,Art. 20
Anwendung,gilt wenn,StGB 1975 ist milder als StGB 1969,art_20,Art. 20
Sachverständiger,wird angewendet auf,Täter,art_20,Art. 20
- Beispiel: Sachverständiger A,wird angewendet auf,Unbekannter Akteur,art_20,Art. 20
Täter,begeht,Verbrechen,art_21,Art. 21
Täter,nicht weiss,dass er sich rechtswidrig verhält,art_21,Art. 21
Täter,nicht kann,"wissen, dass er sich rechtswidrig verhält",art_21,Art. 21
Tat,heisst,Verbrechen,art_21,Art. 21
Zeitpunkt,vor Inkrafttreten,StGB,art_21,Art. 21
Beurteilung,erfolgt,nach Inkrafttreten von StGB,art_21,Art. 21
StGB,ist milder als,vorheriges Gesetz,art_21,Art. 21
Anwendung,gilt wenn,StGB ist milder,art_21,Art. 21
Täter,begonnen hat,Verbrechen oder Vergehen,art_22,Art. 22
Täter,Führt nicht zu Ende,strafbare Tätigkeit,art_22,Art. 22
Gericht,kann mildern,Strafe,art_22,Art. 22
Täter,Verkennt,grobem Unverstand,art_22,Art. 22
Täter,Verkennt dass,Tat nach Art des Gegenstandes oder Mittels überhaupt nicht zur Vollendung gelangen kann,art_22,Art. 22
Täter,bleibt straflos,Verbrechen oder Vergehen,art_22,Art. 22
StGB,ist milder als,vorheriges Gesetz,art_22,Art. 22
Anwendung,gilt wenn,StGB ist milder,art_22,Art. 22
Täter,wird angewendet auf,StGB,art_22,Art. 22
Täter,beginnt,Verbrechen/Vergehen,art_23,Art. 23
- Täter,erfolgt,keine Strafe,art_23,Art. 23
- Täter,verhindert,Vollendung des Verbrechens/Vergehens,art_23,Art. 23
- Gesetz,ist,StGB,art_23,Art. 23
- Anwendung,gilt wenn,Tat nicht vollendet oder Täter verhindert die Vollendung der Tat,art_23,Art. 23
- Anwendung,ermöglicht,mildere Strafe oder Absehen von Bestrafung,art_23,Art. 23
- Gesetz,ist milder als,vorheriges Gesetz,art_23,Art. 23
Täter,verübt,Verbrechen oder Vergehen,art_24,Art. 24
Tat,ist milder als,nicht definiert,art_24,Art. 24
Beurteilung,erfolgt nach,Inkrafttreten,art_24,Art. 24
Täter,verhilft,Verbrechen oder Vergehen,art_25,Art. 25
Tat,heisst,Verbrechen oder Vergehen,art_25,Art. 25
Zeitpunkt,vor Inkrafttreten,StGB,art_25,Art. 25
Beurteilung,erfolgt,nach Inkrafttreten von StGB,art_25,Art. 25
StGB,ist milder als,vorheriges Gesetz,art_25,Art. 25
Anwendung,gilt wenn,"Tat, Verbrechen oder Vergehen und Täter hilft vorsätzlich",art_25,Art. 25
Täter,begeht,Verbrechen,art_26,Art. 26
Gesetz,ist milder als,vorheriges Gesetz,art_26,Art. 26
Teilnehmer,wird bestraft mit,mildere Strafe,art_26,Art. 26
Teilnehmer,hat keine besondere Pflicht,Täter,art_26,Art. 26
Anwendung,gilt wenn,StGB ist milder als vorheriges Gesetz,art_26,Art. 26
Täter,besitzt,persönliche Verhältnisse,art_27,Art. 27
Täter,besitzt,Eigenschaften,art_27,Art. 27
Täter,besitzt,Umstände,art_27,Art. 27
Persönliche Verhältnisse,erhöhen,Strafbarkeit,art_27,Art. 27
Persönliche Verhältnisse,vermindern,Strafbarkeit,art_27,Art. 27
Persönliche Verhältnisse,ausschließen,Strafbarkeit,art_27,Art. 27
StGB,erfolgt,nach Inkrafttreten,art_27,Art. 27
Handlung,begangen,Veröffentlichung,art_28,Art. 28
Handlung,durch,Veröffentlichung in einem Medium,art_28,Art. 28
Veröffentlichung,in,Medium,art_28,Art. 28
Veröffentlichung,befindet sich,Veröffentlichung,art_28,Art. 28
Veröffentlichung,erschöpft sich,in dieser Veröffentlichung,art_28,Art. 28
Autor,allein strafbar,Handlung,art_28,Art. 28
Veröffentlichung,ohne Wissen oder gegen den Willen des Autors,stattgefunden,art_28,Art. 28
"Redaktor oder, wenn ein solcher fehlt, die für die Veröffentlichung verantwortliche Person",Täter ist,Handlung,art_28,Art. 28
Gesetz,ist,StGB,art_28,Art. 28
StGB,ist milder als,vorheriges Gesetz,art_28,Art. 28
Anwendung,gilt wenn,StGB ist milder,art_28,Art. 28
Gesetz,heißt,StGB,art_28_a,Art. 28
Verweigern Personen...,kann Strafen...,nicht verhängt werden,art_28_a,Art. 28
Verweigern Personen...,können prozessuale Zwangsmassnahmen...,nicht verhängt werden,art_28_a,Art. 28
Gericht,a.,"das Zeugnis erforderlich ist, um eine Person aus einer unmittelbaren Gefahr für Leib und Leben zu retten",art_28_a,Art. 28
Gericht,b.,ohne das Zeugnis ein Tötungsdelikt im Sinne der Artikel 111–113 oder ein anderes Verbrechen...,art_28_a,Art. 28
StGB,ist milder als,vorheriges Gesetz,art_28_a,Art. 28
Anwendung,gilt wenn,StGB ist milder,art_28_a,Art. 28
Juristische Person,ist eine Art der,Unternehmen,art_29,Art. 29
Gesellschaft,ist eine Art der,Unternehmen,art_29,Art. 29
Einzelfirma,ist eine Art der,Unternehmen,art_29,Art. 29
Organ,ist ein Teil von,Juristischer Person,art_29,Art. 29
Mitglied eines Organs einer juristischen Person,ist eine Position in,Organ,art_29,Art. 29
Gesellschafter,ist eine Rolle in,Gesellschaft oder Einzelfirma,art_29,Art. 29
"Mitarbeiter mit selbständigen Entscheidungsbefugnissen in seinem Tätigkeitsbereich einer juristischen Person, einer Gesellschaft oder einer Einzelfirma",hat selbstständige Entscheidungsfreiheit in,Tätigkeitsspezialisierung,art_29,Art. 29
StGB,wird angewendet auf,Der tatsächliche Leiter,art_29,Art. 29
Vorheriges Gesetz,ist milder als,StGB,art_29,Art. 29
Anwendung,gilt wenn,StGB ist milder,art_29,Art. 29
Tat,heisst,Verbrechen oder Vergehen,art_30,Art. 30
Zeitpunkt,erfolgt,Inkrafttreten des Gesetzes,art_30,Art. 30
Täter,beging,Verbrechen oder Vergehen,art_30,Art. 30
Antragsteller_1,kann,beantragen,art_30,Art. 30
Person_verletzt,ist,verletzt worden,art_30,Art. 30
Antragsteller_1,ist,jede Person,art_30,Art. 30
Antragsteller_2,ist,gesetzlicher Vertreter,art_30,Art. 30
Verletzte_Person_handlungsunfähig,ist,true,art_30,Art. 30
Antragsteller_3,steht,zum Antrag berechtigt,art_30,Art. 30
Verletzte_Person_unter_Vormundschaft_oder_umfassender_Beistandschaft,ist,true,art_30,Art. 30
Erwachsenenschutzbehörde,steht,"auch zum Antrag berechtigt, wenn es umfassende Beistandschaft gibt",art_30,Art. 30
Verletzte_Person_mindervolljährig_oder_unter_umfassender_Beistandschaft,ist,true,art_30,Art. 30
Verletzte_Person_mindervolljährig,ist,minderjährig,art_30,Art. 30
Verletzte_Person_urteilsfähig,ist,"urteilsfähig, falls nicht mindervolljährig",art_30,Art. 30
Antragsteller_4,steht,dem Antragsrecht zu,art_30,Art. 30
Verletzte_Person_gestorben,ist,true,art_30,Art. 30
Antragsteller_4_Verzicht_ausdrücklich,hat,"ausdrücklich auf den Antrag verzichtet, falls er ausdrücklich erfolgt",art_30,Art. 30
Verzicht_endgültig,ist,"endgültig, wenn ausdrücklicher Verzicht erfolgt",art_30,Art. 30
Täter,vergehen,Unbekannt,art_31,Art. 31
Zeitpunkt,bekannt gemacht,Unbekannt,art_31,Art. 31
Antragsrecht,erlischt,nach Ablauf von drei Monaten,art_31,Art. 31
Zeitpunkt,beginnt,Fristbeginn,art_31,Art. 31
StGB,ist milder als,vorheriges Gesetz,art_31,Art. 31
Anwendung,gilt wenn,Täter bekannt gemacht,art_31,Art. 31
Täter,Verbrechen/Vergehen,Keine Angabe,art_32,Art. 32
- Beurteilung,erfolgt,Nach Antragsstellung durch antragsberechtigte Person,art_32,Art. 32
- StGB,wird angewendet auf,Täter,art_32,Art. 32
- Gesetz,ist milder als,Keine Angabe,art_32,Art. 32
- Anwendung,gilt wenn,Keine Angabe,art_32,Art. 32
Antragsberechtigte Person,kann zurückziehen,Solange das Urteil der zweiten kantonalen Instanz noch nicht eröffnet ist,art_33,Art. 33
(Beurteilung des Entscheids,erfolgt,Nach Inkrafttreten des Gesetzes),art_33,Art. 33
(Beschuldigter,wird angewendet auf,StGB),art_33,Art. 33
Antragsberechtigte Person,zieht zurück gegenüber,Beschuldigten,art_33,Art. 33
(Rückzug des Strafantrages,gilt für,Alle Beschuldigten),art_33,Art. 33
Beschuldigter,erhebt Einspruch gegen den Rückzug des Strafantrages,So gilt der Rückzug für ihn nicht,art_33,Art. 33
Anwendung des StGB,gilt wenn,Das StGB ist milder als das vorherige Gesetz,art_33,Art. 33
Gesetz,ist milder als,vorheriges Gesetz,art_34,Art. 34
Anwendung,gilt wenn,Gesetz ist milder,art_34,Art. 34
Gesetz,heisst,StGB,art_34,Art. 34
Tat,heisst,Verbrechen oder Vergehen,art_34,Art. 34
Täter,begeht,Tat,art_34,Art. 34
Beurteilung,erfolgt,nach Inkrafttreten,art_34,Art. 34
Tagessatz,mindestens,30 Franken,art_34,Art. 34
Tagessatz,höchstens,3000 Franken,art_34,Art. 34
Verurteilter,begeht,Verbrechen,art_35,Art. 35
Verbrechen,heisst,Geldstrafe,art_35,Art. 35
Vollzugsbehörde,bestimmt,Zahlungsfrist,art_35,Art. 35
Zahlungsfrist,liegt zwischen,1 und 6 Monaten,art_35,Art. 35
Verurteilter,begründet,Verdacht der Entziehung von Strafausführung,art_35,Art. 35
Vollzugsbehörde,kann verlangen,sofortige Bezahlung oder Sicherheitsleistung,art_35,Art. 35
Geldstrafe,"muss nicht fristgemäss bezahlt werden, so dass",Betreibung angeordnet wird,art_35,Art. 35
Vollzugsbehörde,ordnet an,Betreibung,art_35,Art. 35
Betreibung,erfolgt wenn,Ergebnis zu erwarten ist,art_35,Art. 35
Verurteilter,begeht,Verbrechen,art_36,Art. 36
Verurteilter,erhält,Geldstrafe,art_36,Art. 36
Geldstrafe,ist uneinbringlich,durch Betreibungsweg,art_36,Art. 36
Geldstrafe,wird ersetzt,Freiheitsstrafe,art_36,Art. 36
Freiheitsstrafe,entspricht,einem Tag Freiheitsstrafe,art_36,Art. 36
Ersatzfreiheitsstrafe,entfällt,soweit Geldstrafe nachträglich bezahlt wird,art_36,Art. 36
Gericht,entscheidet,"über Ersatzfreiheitsstrafe, wenn Geldstrafe durch Verwaltungsbehörde verhängt wurde",art_36,Art. 36
StGB,ist milder als,vorheriges Gesetz,art_36,Art. 36
Anwendung,gilt wenn,StGB ist milder,art_36,Art. 36
Täter,Verbrechen/Vergehen,Inkrafttreten,art_37_39,Art. 37
Täter,Verbrechen/Vergehen,vor Inkrafttreten,art_37_39,Art. 37
StGB,ist milder als,Kein_Inhalt,art_37_39,Art. 37
Anwendung,gilt wenn,StGB ist milder,art_37_39,Art. 37
Beurteilung,erfolgt,nach Inkrafttreten,art_37_39,Art. 37
Verbrechen,wird angewendet auf,Täter,art_40,Art. 40
StGB,ist milder als,nicht angegebener VorgängerstGB,art_40,Art. 40
Freiheitsstrafe,mindestdauer,drei Tage,art_40,Art. 40
Freiheitsstrafe,hochstdauer,20 Jahre,art_40,Art. 40
Freiheitsstrafe,besteht die Möglichkeit für,kürzere Freiheitsstrafe anstelle einer nicht bezahlten Geldstrafe oder Busse,art_40,Art. 40
Freiheitsstrafe,besteht die Möglichkeit für,lebenslängliche Freiheitsstrafe,art_40,Art. 40
Beurteilung,erfolgt,nach Inkrafttreten,art_40,Art. 40
Tat,Verbrechen oder Vergehen,Erkennung durch Gericht,art_41,Art. 41
Triple 2: Tat,Zeitpunkt,Während der Verhandlung,art_41,Art. 41
Triple 3: Freiheitsstrafe,erfolgt,Wenn geboten erscheint um Täter von Begehung weiterer Verbrechen oder Vergehen abzuhalten,art_41,Art. 41
Triple 4: Freiheitsstrafe,erfolgt,Wenn Geldstrafe voraussichtlich nicht vollzogen werden kann,art_41,Art. 41
Triple 5: StGB,ist milder als,Kein Vorheriges Gesetz,art_41,Art. 41
Triple 6: Anwendung,gilt wenn,Freiheitsstrafe erfolgt im Fall a oder b,art_41,Art. 41
Triple 7: Gericht,hat die Wahl der Freiheitsstrafe näher zu begründen,In Zusammenhang mit Erkennung von Tat,art_41,Art. 41
Triple 8: Freiheitsstrafe,wird angewendet auf,Täter,art_41,Art. 41
Täter,begeht,Verbrechen oder Vergehen,art_42,Art. 42
- Tat,Zeitpunkt,nach Inkrafttreten,art_42,Art. 42
- Tat,Beurteilung,erfolgt nach Inkrafttreten,art_42,Art. 42
Gericht,schiebt,Vollzug einer Geldstrafe oder Freiheitsstrafe von höchstens zwei Jahren auf,art_42,Art. 42
- Vollzug,Zeitpunkt,nach Inkrafttreten,art_42,Art. 42
- Vollzug,Art,Geldstrafe oder Freiheitsstrafe,art_42,Art. 42
- Vollzug,Bedingung,Unbedingte Strafe nicht notwendig erscheint um den Täter von der Begehung weiterer Verbrechen oder Vergehen abzuhalten,art_42,Art. 42
Gericht,erlaubt,"Aufschub nur zulässig, wenn besonders günstige Umstände vorliegen",art_42,Art. 42
- Aufschub,Bedingung,Täter innerhalb der letzten fünf Jahre vor der Tat zu einer bedingten oder unbedingten Freiheitsstrafe von mehr als sechs Monaten verurteilt,art_42,Art. 42
- Aufschub,Bedingung,besonders günstige Umstände vorliegen,art_42,Art. 42
Gericht,kann verweigern,Gewährung des bedingten Strafvollzuges,art_42,Art. 42
- Gewährung,Bedingung,Täter eine zumutbare Schadenbehebung unterlassen hat,art_42,Art. 42
Gericht,kann verbinden,bedingte Strafe mit einer Busse nach Artikel 106,art_42,Art. 42
- bedingte Strafe,Beurteilung,erfolgt nach Inkrafttreten,art_42,Art. 42
- bedingte Strafe,Verbindet,Busse nach Artikel 106,art_42,Art. 42
Täter,begeht,Verbrechen,art_43,Art. 43
Freiheitsstrafe,beträgt,mindestens ein Jahr und höchstens drei Jahre,art_43,Art. 43
Freiheitsstrafe,aufschieben,möglich,art_43,Art. 43
Freiheitsstrafe aufgeschoben,mindestens beträgt,sechs Monate,art_43,Art. 43
Teil des Freiheitsstrafsaufschubs,darf,die Hälfte der Strafe nicht übersteigen,art_43,Art. 43
Gesetz,ist,StGB,art_43,Art. 43
StGB,milder als,vorheriges Gesetz,art_43,Art. 43
Anwendung des StGB,gilt wenn,StGB ist milder als vorheriges Gesetz,art_43,Art. 43
Tat,Verbrechen,Schiebt Gericht Vollzug Strafe,art_44,Art. 44
Tat,Zeitpunkt,vor Eröffnung des Urteils,art_44,Art. 44
Probezeit,besteht zwischen,2 und 5 Jahren,art_44,Art. 44
Bewährungshilfe,kann anordnen von,Gericht,art_44,Art. 44
Weisungen,können erteilt von,Gericht,art_44,Art. 44
Tat,Zeitpunkt,mit Eröffnung des Urteils,art_44,Art. 44
Verurteilter,erhält Probezeit,nach Eröffnung des Urteils,art_44,Art. 44
Anwendung,gilt wenn,StGB ist milder,art_44,Art. 44
Bewährungshilfe,erfolgt nach,Eröffnung des Urteils,art_44,Art. 44
Weisungen,erfolgen nach,Eröffnung des Urteils,art_44,Art. 44
Verurteilter,Bewährt sich,Bis zum Ablauf der Probezeit,art_45,Art. 45
Triple 2: Bewährung,Erfolgt,Nach dem Ablauf der Probezeit,art_45,Art. 45
Strafe,Ist milder als,Keine Strafe,art_45,Art. 45
Anwendung,Gilt wenn,Der Verurteilte sich bewährt bis zum Ablauf der Probezeit und die Strafe war aufgeschoben,art_45,Art. 45
Gesetz,Heisst,StGB,art_45,Art. 45
Verurteilter,begeht,Verbrechen oder Vergehen,art_46,Art. 46
Triple: Verurteilter,Tat,Verbrechen oder Vergehen,art_46,Art. 46
Triple: Verurteilter,Zeitpunkt,während der Probezeit,art_46,Art. 46
Gericht,kann den Verurteilten,verwarnen,art_46,Art. 46
Gericht,kann Probezeit,"verlängern, um höchstens die Hälfte der im Urteil festgesetzten Dauer",art_46,Art. 46
Gericht,Beginnt Verlängerung,"nach Ablauf der Probezeit, wenn verlangert wird",art_46,Art. 46
Täter,begeht,Verbrechen,art_47,Art. 47
Tat,Zeitpunkt,vor Inkrafttreten,art_47,Art. 47
StGB,ist milder als,vorheriges Gesetz,art_47,Art. 47
Anwendung,gilt wenn,StGB ist milder,art_47,Art. 47
Beurteilung,erfolgt,nach Inkrafttreten,art_47,Art. 47
Tat,bezieht sich auf,betroffenes Rechtsgut,art_47,Art. 47
Tat,Schwere der Verletzung oder Gefährdung,betroffenes Rechtsgut,art_47,Art. 47
Tat,Verwerflichkeit des Handelns,Täter,art_47,Art. 47
Tat,Beweggründe und Ziele des Täters,Täter,art_47,Art. 47
Tat,inneren und äusseren Umständen,Täter,art_47,Art. 47
Tat,in Lage war,"Täter, vermeiden Gefährdung oder Verletzung",art_47,Art. 47
